person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
25,male,Master,8057000%,300%,RENT,2500000%,MEDICAL,1793%,31%,4,612,No,100%
23,male,Bachelor,10916700%,0%,RENT,2500000%,DEBTCONSOLIDATION,1136%,23%,3,678,No,0%
24,female,Associate,9575300%,100%,RENT,2500000%,DEBTCONSOLIDATION,1496%,26%,4,542,No,100%
24,female,Associate,11093500%,100%,RENT,2500000%,PERSONAL,1343%,23%,3,709,Yes,0%
25,male,Associate,11149000%,200%,RENT,2500000%,HOMEIMPROVEMENT,1269%,22%,3,622,Yes,0%
24,male,Associate,11172900%,400%,RENT,2500000%,VENTURE,1273%,22%,4,642,Yes,0%
23,female,High School,11339600%,0%,RENT,2500000%,VENTURE,1521%,22%,4,660,No,0%
23,female,Bachelor,1917500%,100%,MORTGAGE,175000%,MEDICAL,1268%,9%,3,587,Yes,0%
23,female,High School,8578700%,0%,RENT,2500000%,MEDICAL,1904%,29%,4,646,No,100%
25,female,Master,10211400%,700%,RENT,2500000%,DEBTCONSOLIDATION,1595%,24%,3,637,No,100%
26,male,Bachelor,21100500%,500%,MORTGAGE,260000%,VENTURE,890%,1%,4,718,No,0%
25,male,Master,21090300%,400%,MORTGAGE,800000%,HOMEIMPROVEMENT,790%,4%,2,588,Yes,0%
22,male,Associate,21055500%,0%,MORTGAGE,1800000%,EDUCATION,1101%,9%,2,652,No,0%
23,male,Bachelor,21093700%,0%,MORTGAGE,2100000%,PERSONAL,1199%,10%,3,620,Yes,0%
23,male,High School,1906200%,200%,OWN,400000%,DEBTCONSOLIDATION,1398%,21%,4,667,No,100%
23,female,Associate,1892600%,0%,OWN,460000%,VENTURE,1099%,24%,2,688,No,100%
22,male,Associate,10669400%,0%,RENT,2500000%,DEBTCONSOLIDATION,1558%,23%,2,667,No,100%
25,male,Master,9071800%,400%,RENT,2500000%,MEDICAL,1099%,28%,2,692,No,100%
25,male,Bachelor,10666800%,100%,RENT,2500000%,VENTURE,1496%,23%,4,562,No,100%
25,male,High School,1915800%,400%,OWN,175000%,HOMEIMPROVEMENT,1531%,9%,4,625,Yes,0%
26,male,High School,10641900%,500%,RENT,2500000%,VENTURE,1565%,23%,3,649,No,100%
25,female,High School,12069600%,300%,RENT,2500000%,VENTURE,933%,21%,4,545,Yes,0%
23,male,High School,1906500%,300%,MORTGAGE,360000%,PERSONAL,1347%,19%,4,540,No,100%
24,female,Associate,12408300%,0%,RENT,2500000%,PERSONAL,1036%,20%,3,637,Yes,0%
24,male,Associate,11167300%,400%,RENT,2500000%,HOMEIMPROVEMENT,1677%,22%,4,600,No,100%
23,male,High School,11263300%,100%,RENT,2500000%,DEBTCONSOLIDATION,1459%,22%,2,633,No,100%
22,male,High School,21093800%,0%,RENT,350000%,VENTURE,1191%,2%,2,588,No,0%
23,female,Associate,21072000%,200%,MORTGAGE,720000%,EDUCATION,838%,3%,3,624,Yes,0%
25,male,High School,21070500%,700%,RENT,900000%,VENTURE,1059%,4%,3,525,Yes,0%
25,male,High School,20999700%,300%,MORTGAGE,880000%,DEBTCONSOLIDATION,1427%,4%,3,616,Yes,0%
26,female,Master,20987300%,300%,RENT,1200000%,DEBTCONSOLIDATION,1253%,6%,4,675,No,0%
25,female,Associate,19526800%,100%,MORTGAGE,2500000%,DEBTCONSOLIDATION,1600%,13%,3,662,No,100%
26,male,Master,20939300%,200%,MORTGAGE,1000000%,VENTURE,1171%,5%,4,585,Yes,0%
21,male,Master,1877300%,0%,OWN,317500%,HOMEIMPROVEMENT,1154%,17%,3,686,No,100%
25,female,Bachelor,11643900%,200%,RENT,2500000%,HOMEIMPROVEMENT,1568%,21%,4,595,No,100%
21,female,Associate,1916900%,200%,MORTGAGE,150000%,EDUCATION,1059%,8%,2,537,Yes,0%
24,female,High School,11841700%,0%,RENT,2500000%,HOMEIMPROVEMENT,1261%,21%,2,625,No,100%
26,female,High School,13347600%,0%,RENT,2500000%,PERSONAL,1101%,19%,2,641,Yes,0%
23,female,Associate,1931200%,400%,MORTGAGE,280000%,PERSONAL,849%,14%,3,661,No,100%
25,male,High School,19235100%,100%,RENT,3000000%,PERSONAL,1727%,16%,4,577,No,100%
24,male,Bachelor,20664800%,400%,RENT,1800000%,DEBTCONSOLIDATION,890%,9%,4,537,Yes,0%
25,female,High School,20504600%,600%,MORTGAGE,1000000%,MEDICAL,1111%,5%,4,646,Yes,0%
24,male,High School,19073500%,100%,RENT,2500000%,HOMEIMPROVEMENT,1459%,13%,2,653,No,100%
26,female,Associate,20487200%,300%,RENT,1300000%,VENTURE,1242%,6%,3,654,No,0%
24,male,Associate,10075800%,0%,RENT,2500000%,MEDICAL,1101%,25%,2,635,No,100%
24,female,Master,13323100%,300%,RENT,2500000%,HOMEIMPROVEMENT,1570%,19%,2,675,Yes,0%
22,female,Master,1892300%,0%,OWN,250000%,HOMEIMPROVEMENT,1253%,13%,3,618,No,100%
25,female,Master,16189400%,0%,RENT,500000%,MEDICAL,1649%,3%,2,609,No,100%
25,female,Bachelor,20514400%,0%,MORTGAGE,2000000%,EDUCATION,749%,10%,2,545,Yes,0%
22,female,High School,12161700%,200%,RENT,2500000%,DEBTCONSOLIDATION,1496%,21%,2,629,No,100%
25,male,Associate,13620600%,600%,RENT,2500000%,MEDICAL,1273%,18%,4,539,No,0%
24,male,Master,14491500%,400%,RENT,2500000%,EDUCATION,1065%,17%,4,593,Yes,0%
25,female,High School,14523300%,300%,RENT,2500000%,MEDICAL,1074%,17%,2,683,No,0%
23,male,Bachelor,14500200%,100%,RENT,2500000%,EDUCATION,999%,17%,2,670,Yes,0%
24,male,Master,11095300%,0%,RENT,2500000%,MEDICAL,1533%,23%,2,662,No,100%
21,female,High School,1941400%,200%,OWN,100000%,VENTURE,729%,5%,4,681,Yes,0%
26,male,High School,13009600%,100%,RENT,2500000%,PERSONAL,1505%,19%,3,636,No,100%
26,male,Master,15729200%,0%,RENT,2500000%,PERSONAL,1075%,16%,3,677,Yes,0%
23,female,Bachelor,15699500%,300%,RENT,2500000%,EDUCATION,1602%,16%,2,656,Yes,0%
23,female,Associate,15695200%,0%,RENT,2500000%,VENTURE,1149%,16%,4,674,Yes,0%
25,female,Associate,20500500%,600%,OWN,2000000%,EDUCATION,1253%,10%,4,587,No,0%
26,female,Bachelor,20506000%,200%,MORTGAGE,1200000%,VENTURE,1357%,6%,2,658,No,0%
22,male,High School,20378200%,400%,RENT,1400000%,PERSONAL,1114%,7%,3,581,Yes,0%
26,male,High School,20336800%,300%,RENT,2425000%,MEDICAL,1287%,12%,3,606,Yes,0%
23,female,Associate,20340300%,0%,RENT,2000000%,EDUCATION,1158%,10%,3,648,No,0%
24,female,Associate,20271500%,300%,RENT,180000%,HOMEIMPROVEMENT,1112%,1%,3,563,Yes,0%
25,female,Master,20252500%,100%,MORTGAGE,3500000%,PERSONAL,1065%,17%,2,589,Yes,0%
24,male,Associate,16148700%,100%,RENT,2500000%,DEBTCONSOLIDATION,1037%,15%,2,641,No,0%
24,male,Associate,1967700%,300%,OWN,330000%,HOMEIMPROVEMENT,639%,17%,4,637,No,100%
24,male,High School,16195200%,200%,RENT,2500000%,PERSONAL,1607%,15%,3,578,Yes,0%
25,female,Bachelor,16156000%,0%,RENT,2500000%,MEDICAL,1062%,15%,2,660,Yes,0%
25,male,High School,1942300%,300%,OWN,320000%,VENTURE,1809%,16%,2,586,No,100%
25,male,Associate,16313400%,500%,RENT,2500000%,EDUCATION,1136%,15%,4,567,Yes,0%
26,female,Bachelor,16368300%,500%,RENT,2500000%,DEBTCONSOLIDATION,1253%,15%,4,582,Yes,0%
25,female,Bachelor,17497200%,300%,RENT,2500000%,EDUCATION,999%,14%,4,712,Yes,0%
23,male,High School,18101600%,400%,RENT,2500000%,EDUCATION,1036%,14%,3,674,No,0%
23,female,Master,19892000%,0%,MORTGAGE,960000%,EDUCATION,599%,5%,3,532,Yes,0%
22,female,Master,18480000%,100%,MORTGAGE,2400000%,DEBTCONSOLIDATION,1562%,13%,2,670,No,100%
24,male,Master,19886200%,600%,MORTGAGE,2000000%,PERSONAL,1037%,10%,4,658,No,0%
25,male,Associate,19940700%,0%,MORTGAGE,2500000%,HOMEIMPROVEMENT,1974%,13%,4,669,No,0%
21,male,Bachelor,19880300%,0%,MORTGAGE,2000000%,EDUCATION,691%,10%,4,681,Yes,0%
23,male,Associate,2004400%,300%,OWN,600000%,MEDICAL,790%,30%,2,618,No,100%
23,female,Bachelor,2040100%,400%,MORTGAGE,227500%,DEBTCONSOLIDATION,1306%,11%,4,573,Yes,0%
23,female,High School,1985900%,0%,OWN,200000%,PERSONAL,639%,10%,3,491,Yes,0%
23,male,Master,17866000%,200%,RENT,2500000%,DEBTCONSOLIDATION,1493%,14%,3,590,No,100%
23,female,High School,2042100%,0%,MORTGAGE,560000%,MEDICAL,1284%,27%,4,587,No,100%
24,male,Master,2035300%,200%,OWN,362500%,VENTURE,1714%,18%,2,648,No,100%
22,male,Master,2029700%,0%,MORTGAGE,550000%,VENTURE,714%,27%,3,687,No,100%
25,male,Bachelor,21093200%,0%,RENT,2500000%,PERSONAL,890%,12%,2,621,No,0%
22,female,High School,2040500%,0%,OWN,200000%,PERSONAL,1242%,10%,3,590,Yes,0%
24,male,Associate,22319400%,0%,RENT,2500000%,HOMEIMPROVEMENT,1268%,11%,2,676,Yes,0%
25,female,Associate,19556000%,0%,RENT,2500000%,PERSONAL,1103%,13%,2,677,Yes,0%
26,male,Bachelor,19414000%,600%,RENT,3000000%,VENTURE,790%,15%,4,651,Yes,0%
22,male,High School,19333700%,0%,MORTGAGE,3500000%,MEDICAL,1065%,18%,4,602,Yes,0%
25,male,High School,27099200%,200%,RENT,2500000%,VENTURE,1186%,9%,4,652,No,0%
25,male,Associate,2022100%,500%,OWN,500000%,PERSONAL,894%,25%,4,572,No,100%
23,male,Bachelor,2067800%,0%,OWN,437500%,VENTURE,963%,21%,4,528,No,100%
25,female,High School,6074200%,300%,RENT,2475000%,PERSONAL,1422%,41%,3,638,No,100%
23,female,High School,7280500%,200%,RENT,2475000%,DEBTCONSOLIDATION,933%,34%,3,655,No,100%
24,male,Master,10201100%,300%,RENT,2450000%,MEDICAL,1385%,24%,4,627,Yes,0%
22,male,High School,2089600%,0%,MORTGAGE,200000%,EDUCATION,1065%,10%,2,596,No,0%
24,female,Bachelor,11128300%,0%,RENT,2450000%,MEDICAL,1146%,22%,4,694,No,0%
23,female,Associate,19287300%,0%,MORTGAGE,3500000%,PERSONAL,766%,18%,2,684,Yes,0%
24,female,Bachelor,19317400%,0%,MORTGAGE,1200000%,VENTURE,1677%,6%,4,547,No,0%
25,female,Bachelor,19324900%,0%,MORTGAGE,1200000%,PERSONAL,963%,6%,4,586,Yes,0%
26,female,Bachelor,19295400%,500%,RENT,2500000%,PERSONAL,1223%,13%,4,694,No,0%
25,male,Master,15222700%,200%,MORTGAGE,1000000%,MEDICAL,1409%,7%,4,639,No,100%
25,female,Bachelor,6539900%,0%,RENT,2425000%,PERSONAL,1398%,37%,4,663,No,100%
23,female,High School,7592800%,400%,RENT,2425000%,EDUCATION,1062%,32%,4,528,No,100%
24,male,Bachelor,2162700%,0%,MORTGAGE,390000%,DEBTCONSOLIDATION,1101%,18%,3,636,No,100%
25,male,High School,8323500%,300%,RENT,2425000%,PERSONAL,1756%,29%,4,603,No,100%
26,male,High School,6829700%,300%,RENT,2425000%,MEDICAL,1496%,36%,2,507,No,100%
22,male,Master,8997700%,300%,RENT,2425000%,DEBTCONSOLIDATION,1565%,27%,2,692,No,100%
24,female,Associate,7951000%,200%,RENT,2425000%,MEDICAL,1570%,30%,2,604,No,100%
24,female,Bachelor,10905000%,500%,RENT,2425000%,VENTURE,1253%,22%,3,622,No,0%
26,female,Bachelor,9463500%,200%,RENT,2425000%,HOMEIMPROVEMENT,1756%,26%,3,643,No,100%
23,male,High School,12096600%,0%,RENT,2425000%,PERSONAL,1287%,20%,2,565,No,0%
23,male,Master,12443700%,0%,RENT,2425000%,PERSONAL,1570%,19%,2,718,Yes,0%
25,male,Bachelor,19314700%,300%,MORTGAGE,900000%,EDUCATION,1101%,5%,3,625,Yes,0%
25,male,Bachelor,19291400%,0%,OWN,1500000%,VENTURE,1114%,8%,4,614,Yes,0%
24,female,Bachelor,19280600%,200%,MORTGAGE,2000000%,VENTURE,1600%,10%,3,690,Yes,0%
23,male,High School,19309700%,0%,MORTGAGE,2500000%,EDUCATION,1565%,13%,2,564,Yes,0%
26,female,Associate,19308200%,500%,MORTGAGE,1375000%,DEBTCONSOLIDATION,1101%,7%,4,579,Yes,0%
21,female,High School,19284100%,100%,MORTGAGE,1525000%,VENTURE,1531%,8%,4,648,No,0%
25,male,Master,19330000%,300%,MORTGAGE,2000000%,VENTURE,1347%,10%,2,531,Yes,0%
22,male,Associate,2120500%,0%,MORTGAGE,475000%,HOMEIMPROVEMENT,1385%,22%,2,658,No,100%
25,female,Bachelor,13529200%,300%,RENT,2425000%,PERSONAL,1101%,18%,3,574,No,0%
21,male,High School,2136300%,200%,MORTGAGE,600000%,VENTURE,1039%,28%,4,671,No,100%
25,male,High School,13903500%,700%,RENT,2425000%,HOMEIMPROVEMENT,1136%,17%,2,633,No,0%
23,male,High School,17351100%,0%,RENT,2425000%,EDUCATION,1183%,14%,3,631,Yes,0%
23,male,Associate,34552000%,0%,RENT,2425000%,EDUCATION,1253%,7%,3,652,Yes,0%
22,female,Bachelor,13076200%,300%,RENT,2415000%,HOMEIMPROVEMENT,1496%,18%,3,683,No,100%
22,female,Bachelor,5259600%,0%,RENT,2400000%,DEBTCONSOLIDATION,1385%,46%,3,693,No,100%
23,female,Bachelor,5732600%,200%,RENT,2400000%,VENTURE,1158%,42%,4,603,No,100%
24,female,High School,5826200%,100%,RENT,2400000%,VENTURE,1629%,41%,2,522,No,100%
26,female,High School,5862000%,400%,RENT,2400000%,MEDICAL,1101%,41%,3,664,No,100%
21,female,Master,5511300%,0%,RENT,2400000%,EDUCATION,1629%,44%,2,645,No,100%
25,male,Bachelor,6336100%,200%,RENT,2400000%,PERSONAL,1074%,38%,2,592,No,100%
22,female,Associate,2210700%,400%,MORTGAGE,225000%,EDUCATION,1527%,10%,3,636,Yes,0%
24,female,Bachelor,5735600%,300%,RENT,2400000%,PERSONAL,1780%,42%,2,672,No,100%
22,female,Bachelor,2179000%,0%,MORTGAGE,100000%,VENTURE,1136%,5%,2,686,Yes,0%
22,female,High School,5968000%,0%,RENT,2400000%,MEDICAL,1756%,40%,4,590,No,100%
26,female,Master,7272000%,200%,RENT,2400000%,PERSONAL,790%,33%,4,636,No,100%
25,female,High School,7302400%,500%,RENT,2400000%,PERSONAL,1099%,33%,4,580,No,100%
22,male,Bachelor,7311000%,0%,RENT,2400000%,PERSONAL,729%,33%,3,674,No,100%
21,female,Associate,7290200%,0%,RENT,2400000%,MEDICAL,1075%,33%,2,601,No,100%
26,female,High School,7541600%,400%,RENT,2400000%,DEBTCONSOLIDATION,790%,32%,3,620,No,100%
22,male,Master,7595900%,0%,RENT,2400000%,EDUCATION,1484%,32%,2,642,No,100%
26,male,Associate,7922200%,700%,RENT,2400000%,DEBTCONSOLIDATION,1101%,30%,2,616,No,100%
22,female,Associate,2182400%,0%,MORTGAGE,497500%,EDUCATION,1101%,23%,3,588,No,100%
23,male,High School,7187500%,100%,RENT,2400000%,DEBTCONSOLIDATION,1969%,33%,2,585,No,100%
23,male,Bachelor,8031300%,100%,RENT,2400000%,VENTURE,1101%,30%,4,632,No,100%
24,male,High School,7264700%,500%,RENT,2400000%,VENTURE,1496%,33%,4,556,No,100%
25,male,Bachelor,8049200%,400%,RENT,2400000%,EDUCATION,699%,30%,3,602,No,100%
22,male,High School,7564600%,0%,RENT,2400000%,PERSONAL,1645%,32%,4,639,No,100%
24,male,Associate,8522300%,300%,RENT,2400000%,EDUCATION,1099%,28%,4,603,No,100%
23,male,Associate,8973500%,200%,RENT,2400000%,DEBTCONSOLIDATION,1099%,27%,2,689,No,100%
22,male,High School,2236400%,400%,OWN,300000%,PERSONAL,790%,13%,4,672,No,100%
22,female,Master,9078000%,200%,RENT,2400000%,EDUCATION,1269%,26%,4,499,No,100%
24,male,Bachelor,9088900%,100%,RENT,2400000%,MEDICAL,1037%,26%,3,643,No,100%
24,male,Bachelor,9091100%,200%,RENT,2400000%,HOMEIMPROVEMENT,1101%,26%,3,589,No,100%
26,male,Master,8395300%,200%,RENT,2400000%,DEBTCONSOLIDATION,1583%,29%,3,646,No,100%
23,male,Associate,9464400%,100%,RENT,2400000%,PERSONAL,1392%,25%,3,613,No,100%
22,female,High School,2261600%,0%,OWN,200000%,VENTURE,1149%,9%,3,567,No,0%
24,female,Bachelor,9698900%,400%,RENT,2400000%,MEDICAL,1025%,25%,2,603,No,0%
22,female,Associate,2286700%,300%,OWN,350000%,HOMEIMPROVEMENT,749%,15%,4,647,No,100%
23,female,Master,2258300%,100%,OWN,400000%,EDUCATION,599%,18%,2,645,No,100%
23,female,Bachelor,9090000%,0%,RENT,2400000%,PERSONAL,1292%,26%,2,672,No,100%
26,female,Master,10764100%,600%,RENT,2400000%,PERSONAL,1158%,22%,3,648,No,0%
25,male,High School,11487000%,400%,RENT,2400000%,EDUCATION,890%,21%,2,653,No,0%
22,male,Bachelor,10047900%,0%,RENT,2400000%,DEBTCONSOLIDATION,1969%,24%,3,590,No,100%
25,female,Master,11495800%,200%,RENT,2400000%,VENTURE,654%,21%,4,704,Yes,0%
21,female,Master,2288200%,0%,OWN,490000%,HOMEIMPROVEMENT,1454%,21%,4,674,No,100%
21,female,Bachelor,2239200%,0%,OWN,500000%,EDUCATION,1111%,22%,2,594,No,100%
26,female,High School,12049800%,500%,RENT,2400000%,PERSONAL,1273%,20%,4,626,No,0%
24,female,Master,13287300%,200%,RENT,2400000%,VENTURE,1562%,18%,4,701,Yes,0%
24,male,Associate,2263500%,300%,OWN,625000%,HOMEIMPROVEMENT,654%,28%,4,602,No,100%
22,female,Associate,11829900%,0%,RENT,2400000%,DEBTCONSOLIDATION,1101%,20%,2,503,No,100%
26,female,Associate,12566500%,500%,RENT,2400000%,DEBTCONSOLIDATION,2000%,19%,4,657,No,100%
22,female,High School,14490400%,0%,RENT,2400000%,EDUCATION,991%,17%,4,638,No,0%
24,female,Bachelor,14488200%,200%,RENT,2400000%,VENTURE,1269%,17%,4,646,Yes,0%
26,male,Associate,13064900%,400%,RENT,2400000%,EDUCATION,2000%,18%,3,678,No,100%
24,male,Master,14962200%,400%,RENT,2400000%,PERSONAL,1649%,16%,4,684,Yes,0%
23,male,Bachelor,2295700%,100%,MORTGAGE,250000%,MEDICAL,1595%,11%,2,594,No,100%
24,male,Master,15722500%,100%,RENT,2400000%,DEBTCONSOLIDATION,1149%,15%,3,538,Yes,0%
25,female,Bachelor,16300400%,300%,RENT,2400000%,PERSONAL,1099%,15%,2,662,No,0%
24,male,High School,16303500%,200%,RENT,2400000%,HOMEIMPROVEMENT,1379%,15%,2,636,Yes,0%
23,male,Master,13873100%,0%,RENT,2400000%,MEDICAL,2000%,17%,3,613,No,100%
23,female,Associate,18080400%,100%,RENT,2400000%,EDUCATION,749%,13%,4,573,Yes,0%
23,male,Master,16637800%,0%,RENT,2400000%,DEBTCONSOLIDATION,1600%,14%,2,714,No,100%
24,male,Associate,2268400%,0%,OWN,1300000%,PERSONAL,788%,57%,3,640,No,100%
21,male,Bachelor,2236600%,0%,OWN,625000%,VENTURE,1062%,28%,4,637,No,100%
26,female,High School,18716100%,700%,RENT,2400000%,DEBTCONSOLIDATION,1099%,13%,4,633,Yes,0%
26,male,Bachelor,17843900%,0%,RENT,2400000%,EDUCATION,1830%,13%,2,615,No,100%
26,male,Bachelor,20496200%,200%,RENT,2400000%,DEBTCONSOLIDATION,1101%,12%,2,552,Yes,0%
21,male,Bachelor,2267300%,0%,OWN,250000%,PERSONAL,1136%,11%,3,670,Yes,0%
24,male,Associate,5363300%,400%,RENT,2397500%,HOMEIMPROVEMENT,1101%,45%,2,678,No,100%
23,female,Master,14498300%,200%,RENT,2375000%,MEDICAL,1347%,16%,2,676,No,0%
24,female,High School,6703200%,200%,RENT,2360000%,PERSONAL,1189%,35%,3,624,No,100%
24,male,High School,2266400%,0%,MORTGAGE,1000000%,DEBTCONSOLIDATION,1218%,44%,2,649,No,100%
25,male,High School,12329900%,0%,RENT,2360000%,DEBTCONSOLIDATION,1349%,19%,4,555,Yes,0%
23,female,Associate,9127500%,0%,RENT,2357500%,PERSONAL,1450%,26%,4,613,No,100%
22,male,Bachelor,2256400%,100%,OWN,400000%,MEDICAL,1101%,18%,2,684,No,100%
22,male,Bachelor,2278600%,0%,OWN,540000%,MEDICAL,1531%,24%,2,647,No,100%
25,male,High School,2245000%,400%,MORTGAGE,400000%,MEDICAL,1101%,18%,3,580,No,100%
21,female,Bachelor,2266600%,0%,OWN,337500%,VENTURE,1101%,15%,2,630,No,100%
22,male,Bachelor,8170100%,100%,RENT,2340000%,VENTURE,749%,29%,2,589,No,100%
22,male,High School,5298400%,0%,RENT,2300000%,PERSONAL,1101%,43%,3,621,No,100%
25,female,Master,6857900%,100%,RENT,2300000%,EDUCATION,1101%,34%,2,665,No,100%
23,female,Bachelor,7301400%,0%,RENT,2300000%,VENTURE,1218%,32%,4,668,No,100%
24,female,Bachelor,2260800%,200%,MORTGAGE,120000%,VENTURE,1134%,5%,4,615,Yes,0%
25,female,High School,7693200%,200%,RENT,2300000%,EDUCATION,991%,30%,3,604,No,100%
24,male,High School,7895500%,100%,RENT,2300000%,HOMEIMPROVEMENT,1199%,29%,4,620,No,100%
23,male,Master,8256700%,0%,RENT,2300000%,EDUCATION,962%,28%,2,558,No,100%
22,male,Bachelor,2246600%,0%,OWN,300000%,DEBTCONSOLIDATION,996%,13%,3,603,No,100%
25,male,Bachelor,9725100%,200%,RENT,2300000%,VENTURE,1101%,24%,2,683,Yes,0%
24,male,Associate,10660700%,100%,RENT,2300000%,VENTURE,1454%,22%,2,641,No,100%
22,male,Bachelor,7138500%,0%,RENT,2275000%,MEDICAL,1136%,32%,4,521,No,100%
23,female,Bachelor,8486500%,300%,RENT,2250000%,DEBTCONSOLIDATION,1427%,27%,2,655,No,100%
24,male,Bachelor,2278900%,100%,OWN,300000%,HOMEIMPROVEMENT,1199%,13%,3,663,No,100%
26,female,Bachelor,8480100%,400%,RENT,2250000%,EDUCATION,1899%,27%,2,605,No,100%
24,male,Bachelor,8842100%,400%,RENT,2240000%,VENTURE,1670%,25%,4,708,No,100%
24,male,High School,2307100%,300%,MORTGAGE,500000%,PERSONAL,932%,22%,3,571,No,100%
23,male,Bachelor,4304200%,100%,RENT,2225000%,DEBTCONSOLIDATION,1269%,52%,3,678,No,100%
25,female,High School,5311900%,100%,RENT,2200000%,HOMEIMPROVEMENT,1311%,41%,2,597,No,100%
25,male,Bachelor,6331100%,100%,RENT,2200000%,PERSONAL,1074%,35%,2,689,No,100%
21,male,Bachelor,2359700%,0%,MORTGAGE,420000%,PERSONAL,1411%,18%,4,675,No,100%
22,female,High School,6930800%,100%,RENT,2200000%,EDUCATION,963%,32%,3,591,No,100%
25,female,High School,7059800%,500%,RENT,2200000%,MEDICAL,1465%,31%,2,616,No,100%
23,female,High School,7304400%,0%,RENT,2200000%,DEBTCONSOLIDATION,1025%,30%,4,640,No,100%
24,male,Bachelor,7304300%,0%,RENT,2200000%,VENTURE,1426%,30%,2,593,No,100%
25,female,Bachelor,2362700%,400%,MORTGAGE,300000%,EDUCATION,991%,13%,2,649,No,100%
26,male,Bachelor,6819800%,400%,RENT,2200000%,MEDICAL,1719%,32%,3,645,No,100%
22,female,High School,8508900%,0%,RENT,2200000%,EDUCATION,1136%,26%,4,537,No,100%
22,female,Bachelor,8035800%,0%,RENT,2200000%,EDUCATION,1101%,27%,2,635,No,100%
23,female,Bachelor,9002500%,0%,RENT,2200000%,DEBTCONSOLIDATION,1059%,24%,3,640,Yes,0%
24,female,Master,9323200%,200%,RENT,2200000%,EDUCATION,925%,24%,2,625,No,0%
22,female,Master,2349700%,0%,OWN,362500%,MEDICAL,849%,15%,3,557,No,100%
26,male,Associate,9331400%,800%,RENT,2200000%,VENTURE,654%,24%,3,643,No,0%
21,female,Associate,2354300%,0%,OWN,600000%,MEDICAL,849%,25%,3,631,No,100%
24,male,Bachelor,9703800%,0%,RENT,2200000%,MEDICAL,1101%,23%,4,653,Yes,0%
26,female,Associate,10024600%,100%,RENT,2200000%,VENTURE,1269%,22%,2,623,Yes,0%
24,female,Bachelor,2366700%,300%,OWN,740000%,MEDICAL,1385%,31%,2,662,No,100%
25,male,Associate,2371900%,200%,OWN,400000%,DEBTCONSOLIDATION,740%,17%,3,667,No,100%
23,male,High School,10157500%,100%,RENT,2200000%,DEBTCONSOLIDATION,1171%,22%,4,586,No,0%
25,female,Master,9416800%,300%,RENT,2200000%,PERSONAL,1148%,23%,3,719,No,100%
25,male,Master,9939400%,100%,RENT,2200000%,EDUCATION,1751%,22%,2,646,No,100%
21,male,High School,2350400%,0%,MORTGAGE,350000%,DEBTCONSOLIDATION,1461%,15%,3,646,No,100%
23,male,Bachelor,12050000%,300%,RENT,2200000%,DEBTCONSOLIDATION,788%,18%,4,646,No,0%
23,female,Bachelor,13319500%,100%,RENT,2200000%,PERSONAL,1101%,17%,3,643,Yes,0%
22,male,Bachelor,2414800%,100%,MORTGAGE,495000%,PERSONAL,1171%,20%,2,594,No,100%
25,male,Bachelor,6935300%,100%,RENT,2170000%,PERSONAL,1199%,31%,2,664,No,100%
24,male,High School,6594600%,0%,RENT,2160000%,VENTURE,1349%,33%,2,605,No,100%
23,female,High School,6867700%,0%,RENT,2160000%,MEDICAL,2000%,31%,4,646,No,100%
26,female,Associate,7668700%,300%,RENT,2160000%,DEBTCONSOLIDATION,1435%,28%,3,655,No,100%
22,female,Bachelor,9908700%,0%,RENT,2160000%,PERSONAL,1361%,22%,3,597,No,0%
22,male,High School,9452300%,0%,RENT,2160000%,DEBTCONSOLIDATION,1126%,23%,3,679,No,100%
22,female,High School,2409200%,0%,OWN,240000%,VENTURE,1059%,10%,3,654,No,0%
24,female,Bachelor,13536500%,100%,RENT,2160000%,MEDICAL,790%,16%,2,556,No,0%
24,male,Associate,2442000%,200%,MORTGAGE,700000%,HOMEIMPROVEMENT,599%,29%,4,694,No,100%
25,male,High School,2394800%,300%,OWN,300000%,EDUCATION,1199%,13%,4,587,No,100%
24,female,Associate,7171800%,200%,RENT,2150000%,MEDICAL,1689%,30%,3,620,No,100%
24,female,Master,8499900%,0%,RENT,2150000%,HOMEIMPROVEMENT,999%,25%,3,701,No,100%
24,female,High School,14039600%,400%,RENT,2150000%,EDUCATION,1533%,15%,3,572,Yes,0%
25,male,High School,7340400%,400%,RENT,2145000%,EDUCATION,729%,29%,4,671,No,100%
22,male,High School,3847300%,0%,RENT,2125000%,DEBTCONSOLIDATION,1242%,55%,3,599,No,100%
25,male,Associate,5754600%,300%,RENT,2125000%,VENTURE,1099%,37%,2,610,No,100%
25,male,Bachelor,6242200%,400%,RENT,2125000%,VENTURE,691%,34%,2,588,No,100%
22,male,Bachelor,2399300%,100%,MORTGAGE,500000%,DEBTCONSOLIDATION,1417%,21%,2,691,No,100%
22,male,High School,6473200%,0%,RENT,2125000%,MEDICAL,1025%,33%,3,645,No,100%
26,male,Associate,2395500%,200%,OWN,925000%,EDUCATION,1101%,39%,2,618,No,100%
24,male,Bachelor,6815400%,200%,RENT,2125000%,VENTURE,1595%,31%,3,672,No,100%
24,female,Associate,7913800%,200%,RENT,2125000%,EDUCATION,1595%,27%,4,650,No,100%
